City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,fada,9.5667,8.3,295.26,86,94,0.66,NG,1685053872
359,tadine,-21.55,167.8833,295.88,62,7,5.24,NC,1685053872
360,ekibastuz,51.6667,75.3667,286.33,86,100,2.63,KZ,1685053872
361,uzhur,55.3036,89.8339,275.49,71,43,1.86,RU,1685053872
362,barrancabermeja,7.0653,-73.8547,302.33,74,20,2.57,CO,1685053872
363,beau vallon,-20.4189,57.6953,294.94,82,88,7.45,MU,1685053872
364,anna regina,7.2644,-58.5077,299.75,85,64,2.67,GY,1685053872
365,vorkuta,67.5,64.0,286.89,75,98,4.29,RU,1685053872
366,pierre,44.3683,-100.351,303.66,35,0,8.75,US,1685053872
367,hammerfest,70.6634,23.6821,279.4,56,75,9.26,NO,1685053872
368,shido,34.3233,134.1733,292.36,77,40,2.57,JP,1685053872
369,san antonio de pale,-1.4014,5.6325,299.38,86,99,7.15,GQ,1685053872
370,paraty,-23.2178,-44.7131,292.79,85,0,1.32,BR,1685053872
371,dire,12.2833,-10.9667,299.28,73,100,1.04,ML,1685053872
372,perugorria,-29.3413,-58.6106,294.02,76,12,4.5,AR,1685053872
373,marsabit,2.3284,37.9899,292.03,73,89,6.43,KE,1685053872
374,colonia menno,-22.3667,-59.8167,302.6,39,92,6.31,PY,1685053872
375,virginia beach,36.8529,-75.978,290.95,71,75,5.66,US,1685053661
376,champoton,19.35,-90.7167,302.19,60,1,4.88,MX,1685053655
377,san antonio,29.4241,-98.4936,304.25,57,75,5.66,US,1685053576
378,south hedland,-20.4089,118.5983,291.11,27,25,5.14,AU,1685053873
379,illizi,26.4833,8.4667,297.04,13,25,2.28,DZ,1685053669
380,yeppoon,-23.1333,150.7333,289.03,79,46,1.89,AU,1685053873
381,altai,46.3722,96.2583,277.26,74,100,1.21,MN,1685053873
382,malaryta,51.7905,24.074,286.74,90,33,2.0,BY,1685053873
383,bikenibeu village,1.3673,173.1241,301.13,89,100,1.54,KI,1685053873
384,delano,35.7688,-119.247,299.47,33,0,0.0,US,1685053841
385,morant bay,17.8815,-76.4093,303.94,74,0,2.47,JM,1685053873
386,jayapura,-2.5333,140.7,300.81,86,90,2.04,ID,1685053873
387,bhimunipatnam,17.8833,83.4333,300.18,73,81,3.5,IN,1685053873
388,boguchany,58.3814,97.4531,278.37,78,99,3.27,RU,1685053873
389,umluj,25.0213,37.2685,301.19,59,46,3.16,SA,1685053873
390,tromso,69.6496,18.957,277.16,75,75,10.29,NO,1685053873
391,al bayda',32.7627,21.7551,290.64,56,1,14.2,LY,1685053873
392,port maria,18.3685,-76.8895,304.27,65,10,1.81,JM,1685053873
393,ulladulla,-35.35,150.4667,285.13,83,100,5.22,AU,1685053874
394,waddan,29.1614,16.139,295.8,42,1,1.16,LY,1685053874
395,jaru,-10.4389,-62.4664,297.32,92,99,1.2,BR,1685053874
396,bodo,67.28,14.405,277.56,86,75,11.83,NO,1685053874
397,bakanas,44.8081,76.2772,290.63,28,0,1.04,KZ,1685053874
398,khasab,26.1799,56.2477,305.44,39,39,3.97,OM,1685053874
399,cefalu,38.0386,14.0229,293.45,77,99,0.45,IT,1685053874
400,kiama,-34.6833,150.8667,290.37,81,87,2.24,AU,1685053278
401,khandyga,62.6667,135.6,282.89,63,77,0.34,RU,1685053874
402,angol,-37.8,-72.7167,284.1,85,57,3.78,CL,1685053874
403,kashary,49.04,41.0056,289.61,86,58,1.93,RU,1685053874
404,ocos,14.5094,-92.1933,306.25,68,47,4.84,GT,1685053874
405,piacabucu,-10.4056,-36.4344,297.52,89,3,3.98,BR,1685053874
406,chernyshevskiy,63.0128,112.4714,276.6,67,38,4.37,RU,1685053874
407,araguaina,-7.1911,-48.2072,298.12,70,43,0.84,BR,1685053832
408,northam,51.0333,-4.2167,287.38,87,7,1.34,GB,1685053875
409,karaidel',55.8337,56.9069,288.34,58,34,1.19,RU,1685053875
410,bandar-e genaveh,29.5791,50.517,302.93,50,33,3.81,IR,1685053875
411,carbonear,47.7332,-53.2148,278.28,88,100,5.44,CA,1685053875
412,zaozersk,69.4005,32.4476,281.3,46,52,5.33,RU,1685053875
413,newman,37.3138,-121.0208,298.87,43,0,5.36,US,1685053875
414,camana,-16.6228,-72.7111,292.67,85,62,3.64,PE,1685053875
415,changyon,38.2508,125.0961,291.14,62,100,3.16,KP,1685053875
416,knezha,43.5,24.0833,287.69,92,75,1.36,BG,1685053875
417,xifeng,42.7372,124.7222,290.32,62,35,8.09,CN,1685053875
418,madagali,10.8902,13.6312,305.87,39,92,1.59,NG,1685053875
419,moose jaw,50.4001,-105.5344,292.3,72,100,6.69,CA,1685053875
420,viedma,-40.8135,-62.9967,287.36,46,100,4.31,AR,1685053875
421,arroyo seco,-33.1549,-60.5086,294.29,10,65,2.23,AR,1685053875
422,brookings,44.3114,-96.7984,301.15,36,0,7.2,US,1685053875
423,acapulco de juarez,16.8634,-99.8901,305.05,62,0,3.6,MX,1685053875
424,redencao,-4.2258,-38.7306,297.01,94,85,1.24,BR,1685053875
425,campo gallo,-26.5833,-62.85,299.01,60,84,4.33,AR,1685053876
426,vadso,70.0744,29.7487,280.64,53,0,2.57,NO,1685053876
427,maun,-19.9833,23.4167,287.13,62,27,1.03,BW,1685053876
428,nacala,-14.5428,40.6728,293.19,82,0,3.06,MZ,1685053876
429,nevel'sk,46.6733,141.8633,285.27,65,61,9.37,RU,1685053876
430,kenora,49.8167,-94.4337,298.69,36,20,6.17,CA,1685053876
431,adrar,20.5022,-10.0711,299.52,42,100,6.97,MR,1685053876
432,okhotsk,59.3833,143.3,276.4,82,100,1.45,RU,1685053876
433,bacalar,18.6667,-88.3833,307.21,52,40,2.57,MX,1685053876
434,fisterra,42.9049,-9.2629,289.83,74,0,9.8,ES,1685053876
435,shanwei,22.782,115.3475,298.91,88,92,3.49,CN,1685053876
436,wewak,-3.5534,143.6268,299.94,78,93,1.75,PG,1685053876
437,nouadhibou,20.931,-17.0347,292.14,94,100,7.2,MR,1685053877
438,olds,51.7834,-114.102,289.73,51,100,5.14,CA,1685053816
439,salinopolis,-0.6136,-47.3561,299.75,85,46,5.47,BR,1685053877
440,patamda,24.3,85.4167,297.73,66,4,0.76,IN,1685053877
441,rio preto da eva,-2.6994,-59.6997,297.86,93,77,1.15,BR,1685053877
442,santa marta de ortigueira,43.6833,-7.85,288.29,83,13,1.34,ES,1685053877
443,asadabad,34.7824,48.1185,287.12,85,100,2.53,IR,1685053877
444,ashgabat,37.95,58.3833,300.07,14,86,6.17,TM,1685053877
445,melekeok village,7.4957,134.6367,300.46,89,100,5.14,PW,1685053877
446,la ronge,55.1001,-105.2842,291.29,55,75,2.57,CA,1685053877
447,iguai,-14.7564,-40.0892,293.02,98,79,2.12,BR,1685053877
448,novo oriente,-5.5344,-40.7742,297.69,55,87,0.55,BR,1685053877
449,akwanga,8.9167,8.3833,296.96,84,85,1.36,NG,1685053877
450,hirara,24.8,125.2833,298.07,88,20,3.09,JP,1685053878
451,santa helena de goias,-17.8136,-50.5969,294.29,58,6,2.21,BR,1685053878
452,taoudenni,22.6783,-3.9836,305.04,19,84,4.14,ML,1685053878
453,sola,-13.8833,167.55,299.49,65,100,7.99,VU,1685053878
454,plettenberg bay,-34.0527,23.3716,285.46,77,95,7.47,ZA,1685053878
455,nar'yan-mar,67.6713,53.087,288.32,90,73,6.21,RU,1685053878
456,bovalino,38.149,16.174,292.12,65,100,1.65,IT,1685053878
457,gavle,60.6745,17.1417,282.78,55,90,2.45,SE,1685053878
458,crucecita,-28.95,-58.9833,294.46,74,20,3.69,AR,1685053878
459,narasannapeta,18.4167,84.05,299.7,74,72,3.41,IN,1685053878
460,aleg,17.0481,-13.9209,306.96,33,100,4.16,MR,1685053590
461,el calafate,-50.3408,-72.2768,273.16,80,49,2.69,AR,1685053878
462,grand-bassam,5.2118,-3.7388,301.13,87,80,2.37,CI,1685053878
463,meadow lakes,61.6247,-149.6011,287.84,64,0,1.54,US,1685053878
464,antsiranana,-12.2787,49.2917,295.2,92,3,2.71,MG,1685053878
465,villiers,-27.0303,28.6006,289.75,43,35,6.43,ZA,1685053879
466,taltal,-25.4,-70.4833,289.6,85,77,0.45,CL,1685053879
467,lib,8.3122,167.3766,300.34,77,100,8.13,MH,1685053879
468,alice springs,-23.7,133.8833,282.9,71,40,10.74,AU,1685053855
469,bhawanigarh,30.2667,76.035,301.48,49,21,2.33,IN,1685053879
470,hafar al-batin,28.4328,45.9708,302.47,32,0,3.09,SA,1685053879
471,maridi,4.9158,29.4742,294.7,78,66,2.42,SS,1685053879
472,thinadhoo,0.5333,72.9333,301.54,73,54,4.05,MV,1685053879
473,saint-felicien,48.6501,-72.4491,290.53,25,75,3.6,CA,1685053879
474,shemgang,27.2169,90.6579,286.15,98,100,0.78,BT,1685053879
475,evanston,42.0411,-87.6901,291.75,51,0,6.17,US,1685053671
476,mughal sarai,25.3,83.1167,300.89,56,14,2.22,IN,1685053879
477,lapinlahti,65.5833,30.5667,278.27,67,0,3.86,RU,1685053879
478,turtas,58.9417,69.1325,282.14,81,1,0.91,RU,1685053879
479,chernogorsk,53.8236,91.2842,279.91,45,0,3.0,RU,1685053879
480,caleta de carquin,-11.0925,-77.6267,295.42,77,46,5.65,PE,1685053879
481,cockburn town,21.4612,-71.1419,300.61,75,12,1.16,TC,1685053880
482,narvik,68.4384,17.4272,276.82,94,100,4.46,NO,1685053880
483,haiku-pauwela,20.9219,-156.3051,300.16,67,75,7.72,US,1685053880
484,xilin hot,43.9667,116.0333,284.1,62,70,1.13,CN,1685053880
485,mahmutlar,36.949,36.1923,291.06,69,2,0.78,TR,1685053880
486,lubango,-14.9172,13.4925,288.51,49,0,1.23,AO,1685053880
487,klyuchi,52.2667,79.1667,286.15,41,100,3.84,RU,1685053880
488,aksuat,48.7167,83.7,282.31,56,67,3.58,KZ,1685053880
489,kourou,5.1552,-52.6478,298.18,92,100,3.25,GF,1685053880
490,shimoda,34.6667,138.95,294.32,64,61,1.97,JP,1685053880
491,motygino,58.1831,94.7592,277.04,79,91,2.62,RU,1685053880
492,zarnesti,45.3,26.8667,287.63,77,76,2.86,RO,1685053880
493,punta del este,-34.9667,-54.95,294.75,85,0,1.54,UY,1685053665
494,banfora,10.6333,-4.7667,300.16,71,50,2.29,BF,1685053880
495,segou,13.4317,-6.2157,306.59,27,68,6.39,ML,1685053880
496,cooper's town,26.8667,-77.5167,299.42,67,3,0.25,BS,1685053880
497,sitia,35.2,26.0986,292.03,77,38,1.94,GR,1685053881
498,bamboo flat,11.7,92.7167,301.81,76,91,4.67,IN,1685053881
499,port augusta,-32.5,137.7667,283.97,69,84,3.13,AU,1685053881
500,kapa'a,22.0752,-159.319,301.14,71,75,6.69,US,1685053881
501,rancharia,-22.2292,-50.8931,292.01,65,0,3.53,BR,1685053881
502,galiakot,23.5167,74.0,302.5,56,37,4.39,IN,1685053881
503,berezovyy,51.6667,135.7,281.94,84,100,0.87,RU,1685053881
504,hobyo,5.3505,48.5268,300.94,77,24,6.76,SO,1685053881
505,praia da vitoria,38.7333,-27.0667,290.29,88,40,5.73,PT,1685053881
506,knyaze-volkonskoye,48.4642,135.4567,291.34,51,100,6.12,RU,1685053881
507,mbala,-8.8402,31.3659,287.29,69,15,4.01,ZM,1685053881
508,damavand,35.7178,52.065,292.19,39,100,2.33,IR,1685053881
509,harstad,68.799,16.5293,276.81,99,100,8.05,NO,1685053881
510,sorong,-0.8833,131.25,298.65,90,96,5.86,ID,1685053646
511,saldanha,-33.0117,17.9442,282.18,61,66,4.82,ZA,1685053881
512,dudinka,69.4058,86.1778,274.05,93,83,4.97,RU,1685053881
513,al muwayh,22.4333,41.7583,300.17,33,50,2.91,SA,1685053882
514,tidjikja,18.5564,-11.4271,302.86,32,100,5.35,MR,1685053882
515,mucur,39.0615,34.3829,285.16,79,99,1.17,TR,1685053882
516,gorontalo,0.5412,123.0595,297.82,92,100,0.59,ID,1685053882
517,walvis bay,-22.9575,14.5053,287.09,80,0,7.41,NA,1685053882
518,mana,5.6592,-53.7767,299.11,90,100,4.32,GF,1685053882
519,mina clavero,-31.721,-65.0062,288.7,97,69,3.79,AR,1685053882
520,san andres,12.5847,-81.7006,303.16,66,20,2.06,CO,1685053882
521,coracora,-15.0333,-73.7833,283.09,56,82,1.59,PE,1685053882
522,dryden,49.7833,-92.7503,297.31,29,0,7.2,CA,1685053882
523,zhenlai,45.8495,123.2973,292.3,38,7,6.5,CN,1685053882
524,priargunsk,50.3691,119.1012,283.35,40,57,6.57,RU,1685053882
525,carlsbad,33.1581,-117.3506,297.23,66,0,5.14,US,1685053621
526,wattegama,6.7989,81.4808,297.11,87,3,1.43,LK,1685053882
527,monze,-16.2833,27.4833,289.97,52,0,1.75,ZM,1685053883
528,steyr,48.0427,14.4213,289.14,68,22,0.86,AT,1685053883
529,luderitz,-26.6481,15.1594,284.97,83,0,4.22,NA,1685053883
530,chandler,33.3062,-111.8412,311.25,9,0,3.6,US,1685053883
531,fragagnano,40.4319,17.4722,293.68,62,100,2.55,IT,1685053883
532,christchurch,-43.5333,172.6333,287.77,59,50,2.57,NZ,1685053800
533,villa gesell,-37.2639,-56.973,291.51,97,100,6.72,AR,1685053883
534,horta,38.5333,-28.6333,289.83,82,68,4.92,PT,1685053695
535,sidi khaled,34.387,4.9879,296.55,45,57,4.21,DZ,1685053883
536,kolondieba,11.0882,-6.8926,299.64,71,91,2.4,ML,1685053883
537,belmonte,-15.8631,-38.8828,296.35,89,17,4.17,BR,1685053883
538,goderich,43.7501,-81.7165,286.33,58,0,5.14,CA,1685053883
539,schwarzenfeld,49.3894,12.1397,286.63,88,4,2.33,DE,1685053883
540,grand-bourg,15.8835,-61.3148,301.26,80,14,5.62,GP,1685053883
541,karatsu,33.4425,129.9697,293.09,33,61,1.98,JP,1685053883
542,cafayate,-26.073,-65.9761,292.23,45,35,1.67,AR,1685053883
543,cam ranh,11.9214,109.1591,298.13,88,20,1.03,VN,1685053884
544,suva,-18.1416,178.4415,294.86,94,75,2.06,FJ,1685053889
545,kousseri,12.0769,15.0306,306.13,46,88,2.06,CM,1685053889
546,peniche,39.3558,-9.3811,290.53,93,2,4.13,PT,1685053889
547,acatlan de perez figueroa,18.5333,-96.6167,304.37,55,80,2.86,MX,1685053889
548,pitimbu,-7.4706,-34.8086,298.48,76,85,5.54,BR,1685053889
549,anse a galets,18.8317,-72.8642,302.86,67,0,3.39,HT,1685053889
550,antalaha,-14.9003,50.2788,294.18,92,53,2.14,MG,1685053889
551,sterling,39.0062,-77.4286,295.14,35,0,2.57,US,1685053889
552,mossel bay,-34.1831,22.146,284.11,73,72,9.24,ZA,1685053889
553,nikel,69.4128,30.222,280.25,49,68,3.85,RU,1685053889
554,belle fourche,44.6714,-103.8522,300.65,47,100,7.9,US,1685053844
555,selfoss,63.9331,-20.9971,279.84,77,100,5.21,IS,1685053889
556,kani keli,-12.9536,45.1033,297.74,68,2,4.34,YT,1685053889
557,sao tome,0.3365,6.7273,300.17,89,20,6.17,ST,1685053889
558,tongliao,43.6125,122.2653,293.08,39,20,3.65,CN,1685053890
559,mirny,62.5353,113.9611,277.17,69,99,4.02,RU,1685053864
560,sheboygan,43.7333,-87.9334,292.14,40,0,5.14,US,1685053768
561,zaterechnyy,44.7931,45.2097,295.83,63,95,3.2,RU,1685053890
562,dhidhdhoo,6.8833,73.1,301.9,74,46,4.75,MV,1685053890
563,plastun,44.7561,136.2939,287.23,62,100,2.26,RU,1685053890
564,ribeira brava,32.65,-17.0667,291.5,75,53,1.24,PT,1685053890
565,ishikawa,26.4233,127.8214,296.56,77,0,3.09,JP,1685053890
566,ola,59.5833,151.2833,279.9,88,98,1.11,RU,1685053890
567,warrnambool,-38.3833,142.4833,284.84,66,97,7.03,AU,1685053890
568,sakaiminato,35.55,133.2333,294.11,60,75,3.09,JP,1685053890
569,corinto,37.9407,22.9573,291.42,70,0,1.06,GR,1685053711
570,turkmenbasy,40.0222,52.9552,303.58,11,0,6.17,TM,1685053890
571,ilfracombe,51.2093,-4.1134,289.01,87,23,0.45,GB,1685053890
572,fallon,39.4735,-118.7774,298.08,28,40,3.09,US,1685053890
573,kayangel,8.0823,134.7173,302.32,78,100,8.41,PW,1685053890
574,hengchun,22.0042,120.7439,299.73,80,22,5.16,TW,1685053890
